entrezgene_id,mgi_symbol,chromosome_name
319798,NA,NA
67437,Ssr3,3
71004,4931440P22Rik,3
99929,Tiparp,3
100861877,NA,NA
624866,Lekr1,3
56706,Ccnl1,3
72789,Veph1,3
19288,Ptx3,3
20429,Shox2,3
66880,Rsrc1,3
17349,Mlf1,3
28030,Gfm1,3
17035,Lxn,3
109222,Rarres1,3
100861992,NA,NA
66868,Mfsd1,3
100505386,Iqschfp,3
208426,Iqcj,3
30953,Schip1,3
545531,NA,NA
100038361,NA,NA
16159,Il12a,3
68725,1110032F04Rik,3
68259,Ift80,3
70099,Smc4,3
387175,Mir15b,3
723949,Mir16-2,3
66949,Trim59,3
16649,Kpna4,3
381452,Gm1647,3
71619,Arl14,3
242083,Ppm1l,3
26879,B3galnt1,3
97112,Nmd3,3
100862102,NA,NA
66183,Sptssb,3
229389,Otol1,3
625901,NA,NA
69983,Sis,3
386750,Slitrk3,3
626082,Gm20754,3
74693,4930509J09Rik,3
12038,Bche,3
100504692,Gm20356,3
100861784,NA,NA
213234,Zbbx,3
67931,Serpini2,3
213248,Wdr49,3
56426,Pdcd10,3
20713,Serpini1,3
69193,Platr10,3
73124,Golim4,3
213262,Fstl5,3
76089,Rapgef2,3
70924,4921511C10Rik,3
100233207,Gm17359,3
329679,Fnip2,3
75879,4930589L23Rik,3
67738,Ppid,3
66841,Etfdh,3
75939,4930579G24Rik,3
381489,Rxfp1,3
70652,Tmem144,3
68659,Gask1b,3
14800,Gria2,3
14658,Glrb,3
54635,Pdgfc,3
320566,A830029E22Rik,3
229445,Ctso,3
56720,Tdo2,3
58170,Asic5,3
54195,Gucy1b1,3
60596,Gucy1a1,3
213582,Map9,3
18167,Npy2r,3
633285,Rbm46,3
78212,Rbm46os,3
79235,Lrat,3
99571,Fgg,3
14161,Fga,3
100862155,NA,NA
110135,Fgb,3
53317,Plrg1,3
100038599,Gm10710,3
69460,1700028M03Rik,3
20319,Sfrp2,3
24088,Tlr2,3
229473,Tmem131l,3
76915,Mnd1,3
80890,Trim2,3
624713,NA,NA
75309,4930565D16Rik,3
229474,Fhdc1,3
99889,Arfip1,3
403175,Tigd4,3
320782,Tmem154,3
50754,Fbxw7,3
654362,NA,NA
73283,1700036G14Rik,3
100042125,NA,NA
229487,Gatb,3
229488,Fam160a1,3
320302,Glt28d2,3
368202,Prss48,3
27059,Sh3d19,3
20091,Rps3a1,3
19870,Snord73a,3
19871,Snord73b,3
80877,Lrba,3
23937,Mab21l2,3
70762,Dclk2,3
12480,Cd1d2,3
12479,Cd1d1,3
170643,Kirrel,3
100502800,NA,NA
100042355,NA,NA
80891,Fcrls,3
11801,Cd5l,3
229499,Fcrl1,3
329693,Fcrl5,3
27049,Etv3,3
546801,Etv3l,3
213498,Arhgef11,3
625281,NA,NA
74485,Lrrc71,3
73182,Pear1,3
18211,Ntrk1,3
23920,Insrr,3
27371,Sh2d2a,3
94315,Prcc,3
15191,Hdgf,3
67707,Mrpl24,3
229503,Rrnad1,3
229504,Isg20l2,3
12904,Crabp2,3
18008,Nes,3
12032,Bcan,3
73940,Hapln2,3
100502895,NA,NA
66614,Gpatch4,3
246703,Naxe,3
214191,Ttc24,3
404710,Iqgap3,3
100502914,NA,NA
17261,Mef2d,3
76642,1700113A16Rik,3
99870,NA,NA
100042277,NA,NA
100526540,Mir3093,3
387133,Mir9-1,3
58176,Rhbg,3
76927,Tsacc,3
12462,Cct3,3
56700,Glmp,3
71913,Tmem79,3
229512,Smg5,3
68957,Paqr6,3
12095,Bglap3,3
12097,Bglap2,3
12096,Bglap,3
67037,Pmf1,3
229517,Slc25a44,3
20351,Sema4a,3
16905,Lmna,3
72640,Mex3a,3
100316808,Mir1905,3
53868,Rab25,3
83409,Lamtor2,3
94232,Ubqln4,3
66256,Ssr2,3
16800,Arhgef2,3
242093,Rxfp4,3
74200,Khdc4,3
19769,Rit1,3
791281,NA,NA
229521,Syt11,3
100302730,NA,NA
319830,1500004A13Rik,3
76022,Gon4l,3
229524,Msto1,3
65111,Dap3,3
192195,Ash1l,3
72296,Rusc1,3
110196,Fdps,3
735260,NA,NA
18770,Pklr,3
15168,Hcn3,3
12748,Clk2,3
24045,Scamp3,3
68521,Fam189b,3
14466,Gba,3
17827,Mtx1,3
21827,Thbs3,3
100124470,Mir92b,3
17829,Muc1,3
360213,Trim46,3
66059,Krtcap2,3
68563,Dpm3,3
19729,Slc50a1,3
13636,Efna1,3
13638,Efna3,3
100038411,NA,NA
13639,Efna4,3
11490,Adam15,3
77772,Dcst1,3
329702,Dcst2,3
22724,Zbtb7b,3
545539,Gm15417,3
57275,Lenep,3
319945,Flad1,3
54124,Cks1b,3
20416,Shc1,3
68911,Pygo2,3
229534,Pbxip1,3
68603,Pmvk,3
140493,Kcnn3,3
56417,Adar,3
11444,Chrnb2,3
70093,Ube2q1,3
214547,She,3
16194,Il6ra,3
54667,Atp8b2,3
23897,Hax1,3
100503469,Gm19710,3
74383,Ubap2l,3
99650,4933434E20Rik,3
73545,1700094D03Rik,3
100124481,Mir190b,3
59069,Tpm3,3
77595,Nup210l,3
57294,Rps27,3
68328,Rab13,3
23922,Jtb,3
78284,Creb3l4,3
30791,Slc39a1,3
74343,Crtc2,3
229541,Dennd4b,3
229542,Gatad2b,3
26568,Slc27a3,3
229543,Ints3,3
18160,Npr1,3
67781,Ilf2,3
20615,Snapin,3
66511,Chtop,3
20193,S100a1,3
20196,S100a13,3
66166,S100a14,3
67860,S100a16,3
628324,S100a2,3
20197,S100a3,3
20198,S100a4,3
20199,S100a5,3
20200,S100a6,3
381493,S100a7a,3
20201,S100a8,3
20202,S100a9,3
384997,Pglyrp4,3
545541,NA,NA
635756,NA,NA
619677,4930529C04Rik,3
229550,S100a7l2,3
242100,Pglyrp3,3
16939,Lor,3
109314,Prr9,3
69332,Lelp1,3
100862387,NA,NA
20755,Sprr2a1,3
100303744,Sprr2a2,3
100862393,NA,NA
100042514,Sprr2a3,3
20756,Sprr2b,3
20758,Sprr2d,3
20759,Sprr2e,3
20760,Sprr2f,3
20761,NA,NA
20762,Sprr2h,3
20763,Sprr2i,3
20764,NA,NA
20765,Sprr2k,3
20754,Sprr1b,3
20766,Sprr3,3
20753,Sprr1a,3
229562,Sprr4,3
16447,Ivl,3
17235,Smcp,3
78382,Lce6a,3
67127,Lce1a1,3
68720,Lce1b,3
73722,Lce1a2,3
73719,Lce1c,3
69611,Lce1d,3
68694,Lce1e,3
67828,Lce1f,3
66195,Lce1g,3
67718,Lce1h,3
76585,Lce1i,3
631101,Lce1k,3
433619,Kprp,3
73730,Lce1l,3
66533,2310050C09Rik,3
545548,Lce3a,3
66344,Lce3b,3
94060,Lce3c,3
630994,Lce3d,3
69514,Lce3e,3
69520,Lce3f,3
74175,Crct1,3
66203,Lce1m,3
100503731,NA,NA
229571,Tdpoz8,3
381457,Crnn,3
229574,Flg2,3
100503169,NA,NA
14246,Flg,3
68723,Hrnr,3
20129,Rptn,3
99681,Tchh,3
71325,Tchhl1,3
20195,S100a11,3
20194,S100a10,3
399673,Tdpoz2,3
207213,Tdpoz1,3
399675,Tdpoz4,3
399674,Tdpoz3,3
399676,Tdpoz5,3
668359,Tdpoz9,3
100042761,Tdpoz7,3
100043188,Spopfm2,3
75778,Them4,3
66198,Them5,3
271944,C2cd4d,3
19885,Rorc,3
320747,Lingo4,3
76602,1700040D17Rik,3
72634,Tdrkh,3
53814,Oaz3,3
78523,Mrpl9,3
66353,Riiad1,3
78784,Celf3,3
76742,Snx27,3
668409,NA,NA
22156,Tuft1,3
545551,NA,NA
20342,Selenbp2,3
70737,Cgn,3
229584,Pogz,3
19172,Psmb4,3
20341,Selenbp1,3
53970,Rfx5,3
109334,NA,NA
107650,Pi4kb,3
319916,NA,NA
78266,Zfp687,3
74937,NA,NA
19185,Psmd4,3
18720,Pip5k1a,3
21427,Vps72,3
50874,Tmod4,3
69269,Scnm1,3
217779,Lysmd1,3
69769,Tnfaip8l2,3
668436,NA,NA
20360,Sema6c,3
213054,Gabpb2,3
100504029,Gm16740,3
56772,Mllt11,3
57912,Cdc42se1,3
229588,Gm128,3
171388,Bnipl,3
229589,Prune1,3
75007,Mindy1,3
71790,Anxa9,3
100038425,NA,NA
76893,Cers2,3
84505,Setdb1,3
67654,4930558C23Rik,3
668448,NA,NA
100043305,NA,NA
11863,Arnt,3
13038,Ctsk,3
13040,Ctss,3
67981,Hormad1,3
229593,Golph3l,3
56205,Ensa,3
100861841,NA,NA
17210,Mcl1,3
229595,Adamtsl4,3
13601,Ecm1,3
71807,Tars2,3
75137,Rprd2,3
70767,Prpf3,3
66292,Mrps21,3
100042889,C920021L13Rik,3
229599,Ciart,3
229600,BC028528,3
226548,Aph1a,3
23831,Car14,3
66471,Anp32e,3
668224,NA,NA
67220,Plekho1,3
22365,Vps45,3
229603,Otud7b,3
194126,Mtmr11,3
100504127,NA,NA
107701,Sf3b4,3
64051,Sv2a,3
69168,Bola1,3
621893,H2ac21,3
319176,H2ac20,3
319190,H2bc21,3
97114,H3c15,3
319192,H2ac19,3
15267,H2ac18,3
15077,H3c14,3
97122,H4c14,3
319154,H3c13,3
319189,H2bc18,3
14129,Fcgr1,3
100504145,Platr30,3
19844,,3
19845,,3
100504171,NA,NA
21748,Terc,3
329716,BC107364,3
19847,,3
100038359,NA,NA
69585,Hjv,3
100038464,Gm15441,3
56338,Txnip,3
69870,Polr3gl,3
545554,Ankrd34a,3
280411,Lix1l,3
229613,6330549D23Rik,3
60365,Rbm8a,3
18632,Pex11b,3
213119,Itga10,3
213121,Ankrd35,3
229615,Pias3,3
78373,Nudt17,3
74414,Polr3c,3
67845,Rnf115,3
54215,Cd160,3
67583,4930442L01Rik,3
59020,Pdzk1,3
67549,Gpr89,3
14616,Gja8,3
14613,Gja5,3
66659,Acp6,3
77578,Bcl9,3
100504261,NA,NA
258272,Olfr1402,3
68058,Chd1l,3
14263,Fmo5,3
108097,Prkab2,3
83679,Pde4dip,3
100504273,NA,NA
20333,Sec22b,3
433632,Gm5544,3
18129,Notch2,3
71078,Adam30,3
67709,Reg4,3
15360,Hmgcs2,3
236539,Phgdh,3
242109,Zfp697,3
100043461,Gm4450,3
15495,Hsd3b4,3
100043456,Gm10681,3
545555,NA,NA
15496,Hsd3b5,3
15493,Hsd3b2,3
15494,Hsd3b3,3
15497,Hsd3b6,3
15492,Hsd3b1,3
56185,Hao2,3
70560,Wars2,3
21384,Tbx15,3
74362,Spag17,3
320613,NA,NA
269470,Wdr3,3
14547,Gdap2,3
73806,4930406D18Rik,3
74645,Tent5c,3
17156,Man1a2,3
242122,Vtcn1,3
229644,Trim45,3
74044,Ttf2,3
630146,Cd101,3
19221,Ptgfrn,3
12481,Cd2,3
78908,Igsf3,3
11928,Atp1a1,3
242125,Mab21l3,3
242126,Slc22a15,3
18072,Nhlh2,3
12373,Casq2,3
229658,Vangl1,3
319951,A230001M10Rik,3
18049,Ngf,3
78491,Tspan2os,3
70747,Tspan2,3
22094,Tshb,3
20957,Sycp1,3
381463,Nr1h5,3
66641,Sike1,3
229663,Csde1,3
18176,Nras,3
229665,Ampd1,3
329727,Dennd2c,3
68183,Bcas2,3
94093,Trim33,3
54524,Syt6,3
99543,Olfml3,3
15257,Hipk1,3
140917,Dclre1b,3
100503157,Gm15471,3
67489,Ap4b1,3
229672,Bcl2l15,3
19260,Ptpn22,3
229675,Rsbn1,3
100125931,Phtf1os,3
18685,Phtf1,3
99470,Magi3,3
433634,NA,NA
269473,Lrig2,3
20501,Slc16a1,3
624251,NA,NA
329731,Tafa3,3
71887,Ppm1j,3
11853,Rhoc,3
17454,Mov10,3
100504553,NA,NA
12340,Capza1,3
229681,St7l,3
22414,Wnt2b,3
80281,Cttnbp2nl,3
75269,4930564D02Rik,3
78635,Kcnd3os,3
56543,Kcnd3,3
53975,Ddx20,3
109050,Inka2,3
109905,Rap1a,3
433637,Gm5547,3
11542,Adora3,3
433638,I830077J02Rik,3
11950,Atp5pb,3
70465,Wdr77,3
12659,Ovgp1,3
100503311,Pifo,3
229687,Chil5,3
81600,Chia1,3
12655,Chil3,3
104183,Chil4,3
229688,Chil6,3
69206,2010016I18Rik,3
72121,Dennd2d,3
99712,Cept1,3
67171,Dram2,3
321000,Lrif1,3
12508,Cd53,3
258482,Olfr266,3
16491,Kcna3,3
229694,AI504432,3
109226,NA,NA
16490,Kcna2,3
242151,Kcna10,3
229697,Cym,3
319929,A630076J17Rik,3
246691,Prok1,3
68576,Lamtor5,3
229699,Slc16a4,3
229700,Rbm15,3
99738,Kcnc4,3
229706,Slc6a17,3
67591,Ubl4b,3
11694,Alx3,3
229707,Strip1,3
229709,Ahcyl1,3
12977,Csf1,3
280047,NA,NA
99662,Eps8l3,3
100038644,NA,NA
329735,4933431E20Rik,3
14866,Gstm5,3
68312,Gstm7,3
14867,Gstm6,3
14864,Gstm3,3
14863,Gstm2,3
14862,Gstm1,3
14865,Gstm4,3
109674,Ampd2,3
14686,Gnat2,3
14679,Gnai3,3
229714,Gpr61,3
229715,Amigo1,3
72023,Cyb561d1,3
72522,Atxn7l2,3
17306,Sypl2,3
26442,Psma5,3
20661,Sort1,3
100502732,NA,NA
68753,Mybphl,3
100038453,Gm12522,3
56742,Psrc1,3
53883,Celsr2,3
20226,Sars,3
229722,Elapor1,3
75504,1700013F07Rik,3
100217438,NA,NA
67495,Tmem167b,3
99730,Taf13,3
99512,Wdr47,3
100862093,NA,NA
229725,Clcc1,3
76123,Gpsm2,3
329738,Aknad1,3
20912,Stxbp3,3
320181,Fndc7,3
66921,Prpf38b,3
66715,Henmt1,3
329739,Fam102b,3
74686,Slc25a54,3
100502813,NA,NA
229731,Slc25a24,3
57257,Vav3,3
80883,Ntng1,3
99890,Prmt6,3
625585,Gm6602,3
545562,Amy2b,3
100862117,NA,NA
109959,Amy2a5,3
100043684,Amy2a4,3
100862123,NA,NA
100043686,Amy2a3,3
100862131,NA,NA
100043688,Amy2a2,3
100862139,NA,NA
100043207,NA,NA
11722,Amy1,3
67225,Rnpc3,3
100502863,NA,NA
12814,Col11a1,3
229759,Olfm3,3
13609,S1pr1,3
68161,A930005H10Rik,3
69740,Dph5,3
66500,Slc30a7,3
58193,Extl2,3
22329,Vcam1,3
64378,Gpr88,3
229776,Cdc14a,3
66368,Rtca,3
13171,Dbt,3
109245,Lrrc39,3
229780,Trmt13,3
72776,Sass6,3
15247,Mfsd14a,3
229782,Slc35a3,3
77559,Agl,3
20321,Frrs1,3
114301,Palmd,3
74654,NA,NA
433646,1700061I17Rik,3
229791,Plppr4,3
75769,Plppr5,3
76561,Snx7,3
387155,Mir137,3
791377,NA,NA
99586,Dpyd,3
56195,Ptbp2,3
100502997,NA,NA
66568,Rwdd3,3
99887,Tlcd4,3
66789,Alg14,3
71994,Cnn3,3
213603,Slc44a3,3
319839,NA,NA
100503044,A730020M07Rik,3
619318,4930432M17Rik,3
14066,F3,3
19299,Abcd3,3
214137,Arhgap29,3
11304,Abca4,3
14630,Gclm,3
100503394,NA,NA
99480,Dnttip2,3
791077,Mir760,3
100043726,NA,NA
29815,Bcar3,3
214459,Fnbp1l,3
242202,Pde5a,3
71647,4930447N08Rik,3
74057,4933405D12Rik,3
14079,Fabp2,3
100862236,NA,NA
67704,1810037I17Rik,3
99526,Usp53,3
59006,Myoz2,3
118449,Synpo2,3
69608,Sec24d,3
210529,Mettl14,3
19142,Prss12,3
69895,Snhg8,3
100306957,Snora24,3
83398,Ndst3,3
668809,Gm9372,3
229801,Tram1l1,3
71824,1700006A11Rik,3
384775,1700003H04Rik,3
64580,Ndst4,3
22239,Ugt8a,3
271970,Arsj,3
100047282,NA,NA
108058,Camk2d,3
109676,Ank2,3
100862268,Gm16958,3
100043364,NA,NA
28036,Larp7,3
723948,Mir302b,3
723835,Mir302c,3
723920,Mir302a,3
723928,Mir302d,3
723911,Mir367,3
71643,Zgrf1,3
11924,Neurog2,3
71481,Alpk1,3
211550,Tifa,3
211556,Ap1ar,3
70617,Fam241a,3
329753,9830132P13Rik,3
100038383,NA,NA
402774,D030025E07Rik,3
18741,Pitx2,3
13809,Enpep,3
435755,Gm5712,3
170439,Elovl6,3
13645,Egf,3
319224,6330410L21Rik,3
242235,Lrit3,3
20132,Rrh,3
68147,Gar1,3
12630,Cfi,3
66350,Pla2g12a,3
12368,Casp6,3
66815,Mcub,3
99683,Sec24b,3
77018,Col25a1,3
71760,Etnppl,3
66357,Ostc,3
100862291,NA,NA
68436,Rpl34,3
16842,Lef1,3
15107,Hadh,3
71519,Cyp2u1,3
100503594,NA,NA
74442,Sgms2,3
23971,Papss1,3
100862309,NA,NA
56811,Dkk2,3
433653,Gimd1,3
13722,Aimp1,3
100862343,NA,NA
271981,Tbck,3
114249,Npnt,3
67553,Gstcd,3
71793,Ints12,3
77669,Arhgef38,3
74776,Ppa2,3
214133,Tet2,3
319478,Cxxc4,3
100316832,Mir1895,3
75208,4930539C22Rik,3
21338,Tacr3,3
229841,Cenpe,3
69772,Bdh2,3
97086,Slc9b2,3
74446,Slc9b1,3
67006,Cisd2,3
319587,4930539J05Rik,3
66105,Ube2d3,3
110173,Manba,3
668745,NA,NA
18033,Nfkb1,3
791324,NA,NA
67547,Slc39a8,3
71038,NA,NA
100039350,NA,NA
242248,Bank1,3
70055,1700030L20Rik,3
19055,Ppp3ca,3
59308,Emcn,3
229862,Gm4861,3
73284,Ddit4l,3
51788,H2az1,3
100503440,NA,NA
70604,Dnajb14,3
56692,Lamtor3,3
26377,Dapp1,3
100503465,NA,NA
329763,NA,NA
17777,Mttp,3
108943,Trmt10a,3
67741,4930579F01Rik,3
68369,0610031O16Rik,3
11529,Adh7,3
11522,Adh1,3
69117,Adh6a,3
100417514,Adh6b,3
639769,Adh6-ps1,3
26876,Adh4,3
11532,Adh5,3
75624,Metap1,3
13684,Eif4e,3
100316706,Mir1956,3
74635,4930425O10Rik,3
56224,Tspan5,3
229877,Rap1gds1,3
229879,NA,NA
381476,Stpg2,3
18598,Pdha2,3
22253,Unc5c,3
12167,Bmpr1b,3
56376,Pdlim5,3
229898,Gbp5,3
229900,Gbp7,3
55932,Gbp3,3
14468,Gbp2b,3
14469,Gbp2,3
229905,Kyat3,3
229906,Gtf2b,3
109333,Pkn2,3
320229,NA,NA
320072,A830019L24Rik,3
621809,Gm6260,3
16911,Lmo4,3
545572,NA,NA
23908,Hs2st1,3
93684,Selenof,3
54673,Sh3glb1,3
12722,Clca3a1,3
80797,Clca3a2,3
229927,Clca3b,3
622139,Clca4c-ps,3
99709,Clca4b,3
100504497,NA,NA
99663,Clca4a,3
23844,Clca1,3
229933,Clca2,3
52184,Odf2l,3
71355,Col24a1,3
229937,Znhit6,3
16007,Ccn1,3
100216343,NA,NA
69219,Ddah1,3
100504532,NA,NA
12042,Bcl10,3
66421,2410004B18Rik,3
214804,Syde2,3
242253,Dnai3,3
171166,Mcoln3,3
68279,Mcoln2,3
65086,Lpar3,3
100038607,Gm10636,3
99167,Ssx2ip,3
74245,Ctbs,3
70951,Spata1,3
14707,Gng5,3
70285,Rpf1,3
56629,Dnase2b,3
22262,Uox,3
100286843,Gm16325,3
75015,4930503B20Rik,3
18749,Prkacb,3
70892,Ttll7,3
99633,Adgrl2,3
100038391,NA,NA
381482,NA,NA
100628568,Mir3963,3
100504653,NA,NA
170757,Adgrl4,3
99899,Ifi44,3
15061,Ifi44l,3
19220,Ptgfr,3
54120,Gipc2,3
67035,Dnajb4,3
51886,Fubp1,3
68810,Nexn,3
215708,Miga1,3
170822,Usp33,3
108946,Zzz3,3
229949,Ak5,3
99542,AI115009,3
329777,Pigk,3
26938,St6galnac5,3
20447,St6galnac3,3
545578,NA,NA
70594,5730460C07Rik,3
66772,Asb17,3
72317,Asb17os,3
55993,Msh4,3
19352,Rabggtb,3
100217468,NA,NA
100217425,NA,NA
11364,Acadm,3
242259,Slc44a5,3
16875,Lhx8,3
99686,NA,NA
209584,Tyw3,3
12972,Cryz,3
209601,Erich3,3
435766,Tnni3k,3
75540,Fpgt,3
74435,Lrriq3,3
329780,9330178D15Rik,3
329782,4930570G19Rik,3
320840,Negr1,3
100502679,NA,NA
53861,Zranb2,3
387181,Mir186,3
19218,Ptger3,3
107869,Cth,3
433667,Ankrd13c,3
69207,Srsf11,3
67144,Lrrc40,3
242274,Lrrc7,3
624759,Gm20752,3
76131,Depdc1a,3
19892,Rpe65,3
68151,Wls,3
100312470,Vmn1r2,4
100312471,Vmn1r3,4
100039044,NA,NA
666513,NA,NA
100499523,Mir3471-2,4
72098,Tmem68,4
116940,Tgs1,4
70143,2210414B05Rik,4
17096,Lyn,4
70720,NA,NA
67427,Rps20,4
17451,Mos,4
56711,Plag1,4
66433,Chchd7,4
242285,Sdr16c5,4
242286,Sdr16c6,4
18619,Penk,4
242291,Bpnt2,4
73872,4930423M02Rik,4
242297,Fam110b,4
100504030,NA,NA
68053,Ubxn2b,4
13122,Cyp7a1,4
53378,Sdcbp,4
18201,Nsmaf,4
252838,Tox,4
71510,8430436N08Rik,4
12319,Car8,4
100039478,Gm11810,4
59021,Rab2a,4
666752,NA,NA
320790,Chd7,4
74438,Clvs1,4
65973,Asph,4
320152,NA,NA
242316,Gdf6,4
74662,4930448K20Rik,4
73624,1700123O12Rik,4
100499521,Mir3471-1,4
67157,2610301B20Rik,4
100039746,NA,NA
71801,Plekhf2,4
76947,Ndufaf6,4
100503518,Gm11827,4
735261,Mir684-2,4
60599,Trp53inp1,4
12448,Ccne2,4
72656,Ints8,4
381510,Dpy19l4,4
100861935,NA,NA
207920,Esrp1,4
634834,NA,NA
66185,Virma,4
623474,Rad54b,4
100503583,Fsbp,4
14579,Gem,4
12557,Cdh17,4
381511,Pdp1,4
100503636,NA,NA
100038424,NA,NA
329795,Tmem67,4
77604,Rbm12b2,4
72397,Rbm12b1,4
68099,Cibar1,4
208820,Triqk,4
100039988,NA,NA
12395,Runx1t1,4
208890,Slc26a7,4
73314,Lrrc69,4
72201,Otud6b,4
72519,Pip4p2,4
100038514,Gm11837,4
69352,Necab1,4
100201,Tmem64,4
12307,Calb1,4
67460,Decr1,4
27354,Nbn,4
209212,Osgin2,4
192656,Ripk2,4
100415915,A530072M11Rik,4
17389,Mmp16,4
30952,Cngb3,4
70568,Cpne3,4
66302,Rmdn1,4
107568,Wwp1,4
74087,Slc7a13,4
242341,Atp6v0d2,4
74988,NA,NA
50500,Ttpa,4
14590,Ggh,4
269513,Nkain3,4
230025,Prdm13,4
51813,Ccnc,4
77032,Tstd3,4
77593,Usp45,4
67735,NA,NA
66625,Pnisr,4
230027,Coq3,4
76132,Faxc,4
269514,Fbxl4,4
18992,Pou3f2,4
212377,Mms22l,4
212390,Klhl32,4
68493,Ndufaf4,4
319564,NA,NA
81006,Gpr63,4
57756,Fhl5,4
67490,Ufl1,4
625732,NA,NA
14348,Fut9,4
242362,Manea,4
75360,4930548K13Rik,4
13841,Epha7,4
75332,NA,NA
26409,Map3k7,4
100038651,NA,NA
100504106,NA,NA
12014,Bach2,4
414068,Bach2os,4
14610,Gja10,4
26885,Casp8ap2,4
100019,Mdn1,4
108755,Lyrm2,4
140577,Ankrd6,4
52187,Rragd,4
100504166,4933421O10Rik,4
56228,Ube2j1,4
14409,Gabrr2,4
14408,Gabrr1,4
242377,Pm20d2,4
272009,Srsf12,4
108767,Pnrc1,4
24018,Rngtt,4
12801,Cnr1,4
67652,Spaca1,4
636187,NA,NA
433693,Akirin2,4
50793,Orc3,4
109093,Rars2,4
24060,Slc35a1,4
69329,Cfap206,4
214568,Gm136,4
66291,Smim8,4
30046,Zfp292,4
12640,Cga,4
73696,Platr9,4
214944,Mob3b,4
387510,Ifnk,4
73205,C9orf72,4
100504458,NA,NA
242384,Lingo2,4
100124458,Mir876,4
100124457,Mir873a,4
100042132,Gm12371,4
75471,1700009N14Rik,4
11428,Aco1,4
230073,Ddx58,4
106021,Topors,4
100504309,Smim27,4
230075,Ndufb6,4
75819,4930509K18Rik,4
320500,Tmem215,4
71293,4933428C19Rik,4
66408,Aptx,4
622208,NA,NA
15502,Dnaja1,4
387203,Mir207,4
74255,Smu1,4
14595,B4galt1,4
100628614,Mir5123,4
20731,Spink4,4
12017,Bag1,4
76959,Chmp5,4
74164,Nfx1,4
100526501,Mir3094,4
11832,Aqp7,4
11828,Aqp3,4
230082,Nol6,4
67615,Ube2r2,4
68926,Ubap2,4
68970,Dcaf12,4
67123,Ubap1,4
109242,Kif24,4
66401,Nudt2,4
329828,Myorg,4
100862160,NA,NA
73721,1110017D15Rik,4
76992,Fam219aos,4
71901,Fam219a,4
68922,Dnai1,4
69638,Enho,4
12804,Cntfr,4
69961,Rpp25l,4
53598,Dctn3,4
550619,Arid3c,4
18391,Sigmar1,4
14430,Galt,4
16157,Il11ra1,4
20301,Ccl27a,4
100039789,NA,NA
100861610,NA,NA
100862170,NA,NA
100862177,Ccl21d,4
100861618,NA,NA
100041579,Gm20878,4
100043920,Fam205a4,4
100041549,NA,NA
100861635,NA,NA
100861647,Gm21104,4
100042539,NA,NA
100504346,Gm13304,4
100039848,NA,NA
100039863,Ccl27a,4
100504376,NA,NA
100042555,Gm13305,4
100862228,NA,NA
100862237,NA,NA
100042493,Ccl21b,4
621580,Gm21953,4
100862261,Fam205a4,4
100861661,NA,NA
100861670,NA,NA
100862247,Gm21586,4
100042519,NA,NA
100042524,NA,NA
545611,Fam205a4,4
100039331,NA,NA
100504239,Gm10591,4
100040035,NA,NA
100040048,Ccl27a,4
100504407,NA,NA
16158,Il11ra2,4
73350,NA,NA
100861715,NA,NA
24047,Ccl19,4
18829,Ccl21a,4
100316865,NA,NA
100861727,NA,NA
277773,Fam205c,4
230085,Phf24,4
56323,Dnajb5,4
67317,1700022I11Rik,4
100862318,NA,NA
269523,Vcp,4
60534,Fancg,4
56703,Pigo,4
66592,Stoml2,4
230088,Fam214b,4
22249,Unc13b,4
320571,Atp8b5,4
100213,Rusc2,4
329831,Fam166b,4
21754,Tesk1,4
12517,Cd72,4
54390,Sit1,4
19782,Rmrp,4
622404,Ccdc107,4
230098,Arhgef39,4
100503819,NA,NA
230099,Car9,4
22004,Tpm2,4
21894,Tln1,4
12913,Creb3,4
230101,Gba2,4
242406,Rgp1,4
100039672,Msmp,4
230103,Npr2,4
433700,Spag8,4
68917,Hint2,4
242408,Fam221b,4
242409,Tmem8b,4
56014,Olfr70,4
56015,Olfr71,4
100039781,Hrct1,4
71406,Spaar,4
319973,NA,NA
29849,Olfr159,4
29848,NA,NA
29846,Olfr156,4
100040268,Olfr157,4
29845,Olfr155,4
53614,Reck,4
384009,Glipr2,4
442829,Ccin,4
12757,Clta,4
50798,Gne,4
623796,NA,NA
73469,Rnf38,4
100628618,Mir5106,4
17279,Melk,4
100503944,NA,NA
18507,Pax5,4
100628590,Mir5120,4
100503954,NA,NA
319885,Zcchc7,4
76238,Grhpr,4
230119,Zbtb5,4
73405,NA,NA
64424,Polr1e,4
269529,Fbxo10,4
68512,Tomm5,4
666060,Frmpd1,4
78508,Frmpd1os,4
69934,Trmt10b,4
66362,Exosc3,4
242418,Dcaf10,4
230125,Slc25a51,4
230126,Shb,4
100040557,Gm12408,4
329839,Gm829,4
100040567,Gm12409,4
72535,Aldh1b1,4
75426,Igfbpl1,4
74152,Stra6l,4
381522,Ccdc180,4
100121,Tdrd7,4
21916,Tmod1,4
272027,Tstd2,4
433702,Ncbp1,4
22590,Xpa,4
110805,Foxe1,4
74753,Trmo,4
93966,Hemgn,4
67628,Anp32b,4
100503131,NA,NA
94181,Nans,4
74735,Trim14,4
107684,Coro2a,4
381605,Tbc1d2,4
242425,Gabbr2,4
75691,Anks6,4
230145,Galnt12,4
12819,Col15a1,4
21812,Tgfbr1,4
56737,Alg2,4
66212,Sec61b,4
